id,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,last_review_ts
21995927,4683188,0,7,40.77885,-73.95756,0,250,5,0,0.0,1,0,1301270400000000000
21996377,822034,1,65,40.68719,-73.99384,0,210,30,0,0.0,1,54,1301270400000000000
21996542,11951403,0,6,40.72732,-73.98056,0,475,30,0,0.0,1,0,1301270400000000000
21996983,95459395,0,5,40.76084,-73.99899,0,299,30,0,0.0,18,365,1301270400000000000
21997208,154608871,0,4,40.78707,-73.9769,0,215,2,0,0.0,1,0,1301270400000000000
21997763,621266,1,45,40.67912,-74.00227,0,180,7,0,0.0,1,0,1301270400000000000
21997804,812331,0,5,40.76691,-73.98545,0,150,7,1,0.05,1,7,1514937600000000000
21998044,4102079,1,34,40.67487,-73.96409,1,75,1,65,4.03,1,313,1562284800000000000
21999647,159655531,0,10,40.8009,-73.94333,1,60,3,86,4.48,2,50,1562198400000000000
22000019,160643378,1,1,40.68507,-73.92612,1,75,2,20,1.08,1,0,1543536000000000000
22000255,157728550,0,10,40.80219,-73.94383,1,150,1,107,5.55,2,365,1561420800000000000
22000376,135530716,2,27,40.76483,-73.79583,0,460,1,49,2.55,4,160,1561334400000000000
22000430,159154462,0,9,40.75741,-73.98126,0,125,1,53,3.71,2,14,1561852800000000000
22000913,152263768,0,2,40.82204,-73.94293,1,65,1,60,3.08,1,101,1561161600000000000
22001233,12927770,0,7,40.77995,-73.95621,0,150,3,0,0.0,1,0,1301270400000000000
22001385,4455698,0,79,40.70992,-74.00102,1,85,7,2,0.11,3,311,1534550400000000000
22001568,5445919,1,11,40.7249,-73.94105,1,75,7,3,0.16,1,0,1546214400000000000
22001596,113918131,0,36,40.73433,-73.98371,1,99,5,0,0.0,1,0,1301270400000000000
22001621,103863147,1,11,40.73388,-73.95536,0,159,3,32,1.67,1,56,1560816000000000000
22002827,11530808,1,1,40.68416,-73.93176,0,60,2,1,0.05,1,0,1514764800000000000
22005115,82746113,0,4,40.78761,-73.96862,0,135,5,1,1.0,2,145,1561852800000000000
22007011,160702123,1,3,40.69234,-73.90889,1,50,1,13,0.7,1,0,1546387200000000000
22007950,49735439,2,28,40.69587,-73.9045,1,65,3,1,0.07,2,125,1527724800000000000
22008625,3147227,1,1,40.69004,-73.92793,1,100,10,0,0.0,1,0,1301270400000000000
22008794,1230739,1,3,40.69159,-73.91235,1,35,14,0,0.0,1,0,1301270400000000000
22009072,6493857,0,2,40.81083,-73.95248,1,69,2,0,0.0,1,0,1301270400000000000
22009620,160707142,1,23,40.65046,-73.93633,0,85,2,23,1.25,1,149,1561852800000000000
22009898,41940272,0,2,40.82237,-73.94617,1,54,2,6,0.31,3,5,1523836800000000000
22010163,790872,0,10,40.80481,-73.93812,0,120,1,3,0.16,2,0,1521331200000000000
22010257,3574922,1,18,40.65318,-73.96253,1,75,2,8,0.42,1,0,1548633600000000000
22010343,22365640,2,44,40.74434,-73.91108,0,100,2,0,0.0,1,0,1301270400000000000
22010459,41940272,0,2,40.82252,-73.94597,0,73,4,11,0.61,3,6,1555891200000000000
22010594,160726948,0,26,40.74478,-73.97968,0,94,30,3,0.16,2,155,1547942400000000000
22011027,2084074,1,24,40.69222,-73.97157,0,300,3,10,0.7,1,82,1560902400000000000
22011227,3872416,1,3,40.70221,-73.91419,1,65,6,0,0.0,1,0,1301270400000000000
22011311,97336460,1,3,40.69671,-73.92577,1,100,1,0,0.0,1,0,1301270400000000000
22012650,2502124,0,36,40.73297,-73.98435,0,186,9,25,1.33,1,8,1557705600000000000
22013423,48356178,2,20,40.75797,-73.92908,0,113,5,9,0.49,1,0,1536451200000000000
22013965,48655993,2,43,40.74152,-73.87633,1,50,1,16,0.84,1,49,1557100800000000000
22014840,32093643,0,75,40.76211,-73.94887,1,70,2,2,0.11,1,0,1515283200000000000
22015654,159571314,0,40,40.72203,-73.99564,0,325,2,4,0.21,1,0,1532131200000000000
22016391,43872938,1,3,40.69264,-73.90485,1,49,4,3,0.17,1,0,1523232000000000000
22016473,29395562,1,0,40.71222,-73.93983,1,85,3,58,3.14,1,5,1560729600000000000
22017344,160373219,0,5,40.76656,-73.98848,0,487,4,50,2.61,1,198,1560902400000000000
22017362,160660639,1,45,40.67617,-74.00107,0,49,1,81,4.27,2,141,1562025600000000000
22017432,9605757,1,19,40.68182,-73.9659,0,150,3,14,0.74,1,84,1555804800000000000
22017621,62706408,0,15,40.84399,-73.94228,0,80,3,0,0.0,1,0,1301270400000000000
22017804,27105320,1,8,40.67238,-73.95222,1,35,7,0,0.0,1,0,1301270400000000000
22018219,25376759,2,44,40.75247,-73.90033,0,90,3,1,0.05,1,0,1514851200000000000
22018921,70235067,0,15,40.84754,-73.93229,1,34,3,4,0.22,1,0,1535241600000000000
22019218,131476075,1,3,40.68571,-73.91317,1,51,1,19,1.02,8,177,1557532800000000000
22019519,160792280,0,9,40.76583,-73.98087,0,200,1,1,0.05,2,0,1512172800000000000
22019711,70338191,0,15,40.85677,-73.92986,1,45,2,50,2.69,1,3,1561852800000000000
22019912,13208109,1,18,40.64066,-73.9664,1,45,5,3,0.16,1,0,1531612800000000000
22020038,47414802,0,2,40.80427,-73.9506,0,115,20,4,0.21,2,282,1538265600000000000
22020298,131476075,1,3,40.68751,-73.91194,1,60,1,25,1.35,8,177,1556928000000000000
22020827,32237865,0,2,40.80756,-73.94886,0,150,4,4,0.21,1,0,1546041600000000000
22020843,74179880,1,47,40.67471,-73.88905,1,33,3,56,3.19,8,305,1560902400000000000
22023444,7647511,1,1,40.68884,-73.92222,0,100,4,15,0.81,1,0,1560729600000000000
22026277,111188158,0,9,40.75348,-73.97189,0,200,5,1,0.16,1,0,1546041600000000000
22026647,34216298,1,0,40.7113,-73.9573,0,150,1,16,1.17,1,334,1561766400000000000
22026830,160847231,1,39,40.66615,-73.98747,0,131,2,67,3.94,1,61,1561593600000000000
22027652,47598303,2,14,40.77205,-73.92997,1,58,1,5,0.26,1,0,1512864000000000000
22028251,135944525,0,2,40.81876,-73.9536,1,45,1,0,0.0,1,0,1301270400000000000
22028307,46719,1,22,40.67149,-73.97957,0,300,4,3,0.47,1,350,1555891200000000000
22028706,17879753,1,0,40.70843,-73.94479,0,102,3,2,0.14,1,0,1540771200000000000
22028894,60291768,2,43,40.73867,-73.87144,0,88,4,44,2.33,2,39,1559606400000000000
22029653,160862247,2,14,40.75694,-73.92558,1,57,5,0,0.0,1,0,1301270400000000000
22029995,6967723,1,0,40.71603,-73.95749,0,209,7,1,0.05,1,0,1514851200000000000
22030593,338921,1,65,40.68831,-73.99159,0,200,2,1,1.0,1,1,1561852800000000000
22030831,826567,2,20,40.75135,-73.94281,0,120,3,1,0.16,1,0,1546300800000000000
22031003,70919459,0,4,40.80259,-73.96446,1,60,5,0,0.0,1,0,1301270400000000000
22031456,160495098,1,18,40.63359,-73.94915,0,58,2,28,1.46,5,0,1550966400000000000
22031539,983223,0,9,40.76581,-73.98235,1,200,2,1,0.05,1,0,1514419200000000000
22031683,4027689,0,13,40.71465,-73.98914,1,120,1,64,4.1,2,32,1562371200000000000
22031711,42051399,0,2,40.82932,-73.94563,0,128,30,0,0.0,1,89,1301270400000000000
22031905,9018136,1,3,40.69699,-73.91531,1,60,2,8,0.43,1,0,1546387200000000000
22032210,67265708,1,8,40.67712,-73.95132,1,110,7,0,0.0,1,89,1301270400000000000
22032243,160892059,0,9,40.75292,-73.96386,0,145,5,16,0.84,1,173,1560470400000000000
22032605,160899890,1,63,40.61609,-73.95893,1,35,1,2,0.11,1,0,1514851200000000000
22032656,60981198,1,1,40.69106,-73.93707,1,75,4,5,0.5,3,132,1554940800000000000
22033512,12337690,0,6,40.72937,-73.98482,0,300,7,0,0.0,1,0,1301270400000000000
22033927,160891716,1,1,40.6798,-73.93857,0,325,2,21,1.1,1,14,1560643200000000000
22034112,38959084,0,10,40.80589,-73.9414,0,200,4,6,0.33,1,0,1546300800000000000
22034977,148100571,3,144,40.82668,-73.8822,0,50,1,2,0.1,2,0,1512777600000000000
22035070,77181668,1,8,40.6717,-73.93593,0,120,6,0,0.0,1,5,1301270400000000000
22035333,146449899,2,27,40.7467,-73.83456,1,53,1,166,8.74,2,151,1561852800000000000
22035507,20513673,0,9,40.75417,-73.96556,0,90,6,6,0.31,1,31,1559433600000000000
22037644,46972551,0,4,40.78623,-73.98146,0,110,2,33,1.74,1,6,1560902400000000000
22037715,160940380,2,76,40.69863,-73.74941,0,250,3,39,2.12,3,347,1560729600000000000
22041636,33588156,1,0,40.71671,-73.94069,1,53,7,0,0.0,1,0,1301270400000000000
22042837,33201402,3,128,40.84572,-73.91023,1,39,1,33,1.93,1,8,1562198400000000000
22043565,160991451,0,4,40.79119,-73.9782,0,150,5,6,0.32,1,0,1552521600000000000
22043701,77145207,1,3,40.69911,-73.92843,1,65,1,0,0.0,1,0,1301270400000000000
22043923,13636138,1,65,40.68828,-73.99821,1,105,3,14,0.8,1,173,1559865600000000000
22044014,105341430,0,4,40.78608,-73.97252,0,100,1,116,5.99,1,65,1562025600000000000
22044378,25325946,0,6,40.73029,-73.98439,0,175,2,0,0.0,1,0,1301270400000000000
22044485,40959256,1,3,40.70062,-73.93103,1,50,3,8,0.42,1,0,1529366400000000000
22045060,9522475,0,6,40.72434,-73.99099,0,455,30,26,1.77,2,332,1557878400000000000
22045554,10477204,1,19,40.68827,-73.96583,1,70,20,0,0.0,1,0,1301270400000000000
22046354,160306249,0,4,40.78313,-73.97555,1,58,3,2,0.1,2,0,1517270400000000000
22047243,7991202,0,4,40.79971,-73.96037,0,125,5,5,0.27,1,7,1559088000000000000
22047750,126110540,1,47,40.66269,-73.8825,1,75,1,54,2.8,3,179,1560124800000000000
22047988,49139686,0,2,40.82442,-73.9485,1,55,3,4,0.21,1,0,1514764800000000000
22048265,15681707,1,8,40.67473,-73.91424,2,29,2,4,0.22,3,1,1526601600000000000
22048368,88739067,1,11,40.73284,-73.95919,1,37,3,4,0.22,1,0,1535328000000000000
22049875,62649248,1,3,40.70429,-73.91688,0,90,2,89,4.67,2,38,1561939200000000000
22050046,155125855,0,9,40.74669,-73.98311,2,65,1,76,3.97,3,0,1536710400000000000
22050058,135530716,2,27,40.76561,-73.79576,1,80,2,0,0.0,4,3,1301270400000000000
22050355,125011763,2,14,40.76106,-73.9078,0,95,1,64,3.43,2,96,1561161600000000000
22050927,135530716,2,27,40.76572,-73.79629,1,98,2,1,0.06,4,3,1521676800000000000
22051488,135530716,2,27,40.76355,-73.79461,1,120,2,1,0.05,4,6,1514246400000000000
22051523,161057073,0,13,40.71983,-73.9877,1,90,2,52,2.7,4,67,1561248000000000000
22051863,44869463,0,5,40.7668,-73.98428,0,160,3,0,0.0,1,0,1301270400000000000
22054258,161081229,3,137,40.82496,-73.91389,1,45,2,54,2.94,2,313,1561248000000000000
22055300,40711894,2,43,40.74113,-73.88769,2,41,1,9,1.01,4,27,1560556800000000000
22057103,14290739,0,4,40.79176,-73.96717,0,175,30,1,0.15,3,3,1545091200000000000
22057431,60523852,1,1,40.68522,-73.94512,0,150,3,2,0.11,1,0,1514764800000000000
22058411,4012917,0,10,40.8014,-73.94386,0,200,5,7,0.38,1,9,1546560000000000000
22058586,107953084,1,21,40.66302,-73.95155,1,60,2,73,3.82,3,180,1561852800000000000
22058992,19628425,1,50,40.68632,-73.98903,0,80,30,3,0.16,1,0,1514592000000000000
22059169,32299529,1,47,40.6729,-73.88902,0,81,7,1,0.06,1,0,1515801600000000000
22059272,25330183,2,32,40.73688,-73.91945,1,31,3,2,0.15,1,0,1530921600000000000
22059276,2343200,1,8,40.67019,-73.93996,1,47,3,0,0.0,1,125,1301270400000000000
22059613,75976584,1,3,40.68727,-73.90702,1,50,1,0,0.0,1,0,1301270400000000000
22060065,3701760,0,15,40.8411,-73.93751,1,50,4,5,0.26,1,0,1517097600000000000
22060142,2717905,1,45,40.67832,-73.99803,1,130,2,2,0.19,1,179,1538352000000000000
22060712,40866184,0,31,40.71467,-73.99239,0,105,14,12,0.65,1,0,1546646400000000000
22060924,5234625,1,0,40.70781,-73.94375,1,50,5,2,0.22,1,0,1543276800000000000
22062320,6600911,1,77,40.61224,-73.98563,1,35,3,1,0.05,2,61,1514678400000000000
22062492,94543911,0,7,40.77176,-73.94943,0,115,2,2,0.26,1,0,1546300800000000000
22062860,737515,1,11,40.72915,-73.95813,0,275,13,0,0.0,1,0,1301270400000000000
22063652,161160095,0,4,40.78726,-73.96867,0,170,3,42,2.19,1,4,1561939200000000000
22063918,2323561,2,43,40.74475,-73.88266,0,90,2,8,0.43,1,0,1546387200000000000
22064022,16753102,1,24,40.6978,-73.97682,0,130,4,8,0.43,1,0,1546732800000000000
22064197,20153029,0,4,40.77244,-73.98043,0,190,7,0,0.0,1,0,1301270400000000000
22064262,120762452,0,25,40.74873,-73.97664,0,150,30,5,0.4,50,364,1554508800000000000
22064793,611408,0,13,40.71542,-73.98403,0,143,7,0,0.0,1,0,1301270400000000000
22064879,13285212,0,7,40.77775,-73.94957,0,200,5,0,0.0,1,0,1301270400000000000
22064923,95740953,0,2,40.82887,-73.9487,1,55,2,3,0.16,1,0,1514851200000000000
22064927,161172539,2,132,40.7806,-73.84198,1,59,1,92,5.01,1,79,1562198400000000000
22065495,43960739,0,15,40.84345,-73.94079,1,65,3,21,1.12,2,1,1558915200000000000
22066317,35986301,0,4,40.79722,-73.96205,1,50,5,1,0.05,1,0,1512259200000000000
22066430,20604809,1,0,40.71305,-73.95995,0,148,2,11,0.58,1,64,1561248000000000000
22066551,19900075,0,2,40.82393,-73.93947,1,55,7,0,0.0,1,35,1301270400000000000
22066635,9831905,1,0,40.71793,-73.95772,0,230,7,0,0.0,1,0,1301270400000000000
22066865,76728828,0,25,40.74696,-73.9746,0,250,2,2,0.11,1,0,1539475200000000000
22066893,5480385,1,22,40.67812,-73.9771,0,200,4,0,0.0,1,0,1301270400000000000
22067396,28019842,1,19,40.6938,-73.96963,0,100,2,0,0.0,1,0,1301270400000000000
22067406,93487618,1,155,40.62643,-74.0072,0,90,2,55,2.85,2,285,1561161600000000000
22067480,73826443,2,48,40.75153,-73.88964,1,120,1,4,0.21,1,0,1554595200000000000
22067499,22758387,1,0,40.71816,-73.95031,1,47,1,32,1.73,1,0,1544918400000000000
22067764,24051464,1,0,40.71811,-73.94414,1,75,1,1,0.05,1,0,1513036800000000000
22067826,161184313,1,11,40.72977,-73.9525,1,80,5,19,1.28,2,95,1560556800000000000
22068519,12795683,1,42,40.6832,-73.98736,1,110,2,1,0.05,1,0,1514851200000000000
22069581,137858241,2,27,40.73067,-73.80691,1,45,1,9,0.48,1,328,1562284800000000000
22072423,2856748,0,17,40.7043,-74.00923,0,300,30,0,0.0,49,346,1301270400000000000
22073571,9320996,0,6,40.72508,-73.97978,0,150,3,2,0.11,1,0,1514851200000000000
22073638,135257383,0,2,40.82771,-73.94699,0,80,5,1,0.05,1,0,1514851200000000000
22074303,21844834,0,9,40.75228,-73.97195,0,350,4,0,0.0,1,0,1301270400000000000
22075497,161262280,1,22,40.67443,-73.98367,0,250,5,4,0.22,1,0,1543104000000000000
22075971,20827165,1,0,40.71684,-73.9451,1,57,2,27,2.89,2,80,1560729600000000000
22076192,159811367,1,1,40.69294,-73.9398,1,50,30,3,0.17,10,364,1527897600000000000
22076359,161268152,1,19,40.6838,-73.96176,0,399,1,42,2.25,2,308,1560038400000000000
22076961,23254491,0,10,40.7901,-73.95053,0,132,1,109,5.67,2,12,1561248000000000000
22077540,6123811,1,24,40.68892,-73.97749,0,150,2,11,1.46,1,0,1560384000000000000
22077632,29799151,1,3,40.70483,-73.91433,1,40,3,6,0.32,2,0,1535500800000000000
22077789,32451588,0,4,40.80049,-73.96629,1,150,2,0,0.0,1,0,1301270400000000000
22077920,17322363,0,35,40.80608,-73.96397,0,189,10,2,0.1,1,0,1514592000000000000
22078370,2415163,0,16,40.73247,-74.00378,0,400,3,17,0.88,1,37,1561161600000000000
22078453,15021288,1,11,40.7268,-73.94072,0,65,24,1,0.05,1,0,1515369600000000000
22078678,126489138,2,49,40.76008,-73.85966,1,100,2,0,0.0,1,0,1301270400000000000
22078755,50292311,0,6,40.72837,-73.98546,0,250,4,17,1.1,1,5,1559001600000000000
22078785,3562795,0,13,40.71441,-73.98655,1,100,4,0,0.0,1,0,1301270400000000000
22078828,61989330,1,0,40.70683,-73.93312,1,51,2,2,0.1,1,0,1514764800000000000
22079387,148107543,0,12,40.74494,-73.99762,0,299,2,30,1.57,1,274,1558742400000000000
22080281,37687663,0,13,40.72154,-73.99331,1,125,28,1,0.09,1,0,1532822400000000000
22080826,3770299,1,19,40.69284,-73.96824,0,150,15,0,0.0,1,0,1301270400000000000
22081741,2738676,1,1,40.68748,-73.93048,1,65,5,2,0.1,1,0,1535760000000000000
22081871,19909719,1,11,40.72397,-73.94695,0,295,7,1,0.05,2,0,1515024000000000000
22081938,159655531,0,10,40.80147,-73.94451,1,60,3,40,2.11,2,78,1561939200000000000
22082124,4865463,0,7,40.77445,-73.94783,0,195,6,0,0.0,1,0,1301270400000000000
22082423,44021436,1,21,40.66158,-73.95987,0,80,2,14,0.83,1,0,1561248000000000000
22082514,58633574,1,1,40.69818,-73.94154,1,75,2,7,0.39,1,11,1556928000000000000
22082903,156047478,0,2,40.8048,-73.94951,0,91,30,8,0.47,2,216,1560384000000000000
22083268,16856181,1,3,40.68958,-73.91393,1,30,7,3,0.15,1,0,1546560000000000000
22083314,24374791,1,1,40.67944,-73.95238,0,57,8,0,0.0,2,0,1301270400000000000
22083540,11365202,1,19,40.68882,-73.96049,0,160,3,38,1.99,1,2,1560988800000000000
22084212,159586124,0,12,40.73851,-73.99746,0,400,4,1,0.05,1,2,1513382400000000000
22084321,1472745,0,31,40.71346,-73.99141,1,100,2,9,0.47,1,0,1518134400000000000
22084405,149303542,0,7,40.77752,-73.94647,1,149,4,0,0.0,1,0,1301270400000000000
22085185,13775180,1,70,40.69256,-73.99085,0,250,5,0,0.0,1,0,1301270400000000000
22085754,38609489,1,3,40.70032,-73.92985,1,40,4,1,0.05,1,0,1514505600000000000
22085782,107955341,0,51,40.71503,-74.00702,0,400,2,5,0.39,1,0,1557100800000000000
22085892,7241732,2,44,40.74602,-73.90604,1,55,1,0,0.0,1,0,1301270400000000000
22086518,3484157,0,16,40.73983,-74.009,1,250,2,2,0.11,1,0,1521072000000000000
22086968,161344095,3,156,40.84279,-73.86527,0,100,2,98,5.1,1,89,1561334400000000000
22087093,103345244,3,81,40.88447,-73.90157,1,55,1,14,0.76,2,127,1558828800000000000
22087812,161352782,4,145,40.61603,-74.08666,0,65,1,70,8.43,1,300,1561680000000000000
22088100,161351021,2,44,40.75593,-73.90268,1,425,1,11,0.58,2,0,1519862400000000000
22088180,28458209,0,2,40.82908,-73.94671,1,49,3,19,0.99,2,211,1561680000000000000
22088276,31880119,0,40,40.72382,-73.99541,0,175,2,9,0.47,1,0,1535241600000000000
22088301,2496299,1,0,40.71159,-73.94514,0,129,5,19,1.03,1,295,1561766400000000000
22088409,37260534,3,113,40.87491,-73.87575,1,87,2,1,0.05,1,0,1513728000000000000
22088615,109195230,1,0,40.70471,-73.94151,1,42,4,7,0.37,1,0,1538524800000000000
22088784,161360183,1,42,40.68015,-73.98795,0,115,3,2,0.11,1,0,1519948800000000000
22089194,23909694,0,29,40.72855,-73.99767,0,150,3,3,0.16,2,0,1515974400000000000
22089422,5690047,1,22,40.66883,-73.98099,1,50,3,2,0.15,1,0,1527465600000000000
22090790,76104209,0,4,40.77055,-73.98613,0,374,60,0,0.0,33,290,1301270400000000000
22095324,46396810,1,0,40.70934,-73.95243,1,70,7,1,0.05,1,0,1514592000000000000
22096182,51734800,1,18,40.63074,-73.96418,1,50,20,1,0.19,2,358,1548806400000000000
22096640,24625767,0,2,40.82394,-73.94432,1,75,30,2,0.1,1,0,1537747200000000000
22096731,10775192,1,8,40.66838,-73.96,1,45,1,0,0.0,2,88,1301270400000000000
22097438,19385850,0,7,40.78281,-73.94516,0,143,2,88,4.9,1,29,1561420800000000000
22098233,161432983,0,6,40.73215,-73.98804,0,170,1,1,0.05,1,0,1513900800000000000
22098435,23208262,1,0,40.71424,-73.94283,1,42,20,0,0.0,1,0,1301270400000000000
22099135,109852649,1,3,40.69984,-73.93899,1,65,5,0,0.0,1,0,1301270400000000000
22099266,119669058,1,1,40.69459,-73.95551,1,65,2,22,1.64,34,289,1560988800000000000
22099954,23385082,2,14,40.76516,-73.92281,0,112,6,2,0.11,1,0,1520812800000000000
22100149,20689561,1,30,40.64688,-74.00209,0,150,3,5,0.27,1,3,1546214400000000000
22100318,13997669,0,15,40.85084,-73.93905,0,200,5,3,0.26,1,30,1534982400000000000
22100911,161446165,0,4,40.80309,-73.96568,1,100,4,1,0.16,1,341,1546041600000000000
22100970,61391963,0,26,40.74241,-73.97954,0,142,30,8,0.42,91,281,1554076800000000000
22101002,158034247,1,82,40.58985,-73.98482,1,55,2,25,1.34,1,0,1553126400000000000
22101034,94713722,2,68,40.68857,-73.75488,1,50,2,23,1.4,4,348,1560729600000000000
22101044,61391963,0,25,40.74975,-73.97699,0,185,30,0,0.0,91,0,1301270400000000000
22101696,20951849,1,1,40.69224,-73.93219,0,185,1,90,4.68,2,181,1561939200000000000
22101914,81466660,1,3,40.69608,-73.93133,1,45,5,1,0.16,1,0,1545955200000000000
22101965,161458034,1,54,40.65136,-73.97689,0,160,3,37,1.95,1,71,1562025600000000000
22102108,20905481,0,5,40.76028,-73.99014,0,179,1,125,6.51,1,201,1561507200000000000
22102113,88547794,2,14,40.76717,-73.90994,1,55,7,7,0.49,1,365,1560211200000000000
22102905,59477827,0,25,40.74785,-73.96967,1,195,11,0,0.0,1,0,1301270400000000000
22103302,4455011,1,0,40.70511,-73.94474,1,74,5,0,0.0,1,0,1301270400000000000
22103438,161468583,1,18,40.64429,-73.95732,0,22,2,35,1.83,1,312,1556496000000000000
22105065,983477,1,11,40.71951,-73.95277,0,175,2,9,0.56,1,0,1537660800000000000
22105520,3663769,1,8,40.67313,-73.9448,0,225,1,16,0.86,1,1,1562457600000000000
22106002,18605299,0,12,40.74688,-73.99657,1,99,5,2,0.1,1,0,1517356800000000000
22107023,36082598,1,1,40.68316,-73.95033,0,150,2,51,2.65,2,231,1561161600000000000
22107142,161497828,1,21,40.65534,-73.95644,0,100,2,2,0.11,1,95,1514851200000000000
22107189,160647707,1,1,40.68518,-73.95328,0,88,3,4,0.21,1,0,1522454400000000000
22107368,103170539,2,14,40.76824,-73.91135,1,29,5,11,0.59,1,156,1529020800000000000
22107371,28994468,1,0,40.71298,-73.9485,0,400,4,1,0.05,1,0,1514764800000000000
22107514,128466802,1,21,40.661,-73.9598,0,85,30,10,0.63,1,2,1546560000000000000
22108130,106837455,0,4,40.78456,-73.98117,0,140,30,0,0.0,8,0,1301270400000000000
22108302,123605746,1,8,40.6752,-73.94366,1,65,1,0,0.0,1,0,1301270400000000000
22108306,95485067,1,1,40.68152,-73.94153,0,150,1,43,2.32,1,267,1562457600000000000
22108932,142724947,0,41,40.87328,-73.91458,0,70,21,7,0.38,1,156,1547510400000000000
22109528,161519048,0,25,40.7487,-73.98123,0,250,4,0,0.0,1,0,1301270400000000000
22114333,102011406,0,10,40.78977,-73.9476,1,99,4,16,0.87,1,130,1557619200000000000
22115009,44620317,2,83,40.74061,-73.85651,2,45,1,8,0.53,4,347,1538092800000000000
22116565,46094052,0,9,40.76739,-73.98225,0,189,7,3,0.16,1,0,1519344000000000000
22117590,161300062,1,3,40.69164,-73.90577,1,70,1,9,0.49,1,0,1529798400000000000
22117898,160495098,1,23,40.63479,-73.94848,1,27,2,4,0.23,5,0,1538179200000000000
22117971,45869461,1,0,40.7098,-73.9545,1,80,4,2,0.11,1,0,1516233600000000000
22117983,101430405,0,9,40.76511,-73.98046,0,450,3,0,0.0,1,0,1301270400000000000
22119092,150044472,1,54,40.6597,-73.98318,1,75,14,0,0.0,2,0,1301270400000000000
22119373,7112420,0,31,40.71629,-73.99066,0,175,2,10,0.54,1,0,1538352000000000000
22119375,63935474,1,1,40.69538,-73.94657,1,35,2,4,0.21,1,0,1514764800000000000
22119708,3043896,1,1,40.68611,-73.95171,1,41,7,1,0.05,1,0,1512518400000000000
22120170,161599491,1,59,40.61984,-73.97872,2,50,30,8,0.42,1,179,1528243200000000000
22120346,8739627,1,3,40.69545,-73.91153,1,40,1,0,0.0,1,0,1301270400000000000
22120433,5610754,1,0,40.70778,-73.94411,0,150,7,14,0.83,1,128,1557792000000000000
22120954,26800283,0,7,40.77267,-73.94735,0,400,2,1,0.08,1,0,1531180800000000000
22121191,160461605,0,10,40.8066,-73.9408,1,85,1,6,0.31,1,0,1526083200000000000
22122084,2244532,1,8,40.67666,-73.94087,1,100,5,1,0.1,1,0,1537574400000000000
22122354,161616186,0,4,40.78233,-73.98415,0,150,3,20,1.08,1,36,1561161600000000000
22122388,99202586,4,133,40.6311,-74.12816,0,149,2,3,0.34,5,354,1560643200000000000
22122470,161592215,0,10,40.80209,-73.93584,0,210,6,31,1.68,2,276,1561075200000000000
22122614,161617875,0,15,40.85244,-73.9405,0,150,2,30,1.61,2,109,1560643200000000000
22122723,43719554,0,2,40.82257,-73.94665,1,50,16,0,0.0,1,0,1301270400000000000
22123573,4967965,1,1,40.68263,-73.92264,0,350,3,42,2.23,1,275,1561248000000000000
22123603,1493800,0,6,40.72341,-73.98534,1,130,4,25,1.35,1,0,1557187200000000000
22124017,68358695,0,5,40.75803,-73.99853,0,285,3,0,0.0,1,0,1301270400000000000
22124086,47423579,1,18,40.64366,-73.95794,2,45,2,1,0.05,1,0,1512604800000000000
22125138,161638092,3,124,40.85828,-73.88559,1,30,1,3,0.16,1,0,1515369600000000000
22125701,11769840,1,1,40.68642,-73.92457,1,50,2,42,2.28,2,53,1560211200000000000
22126048,126110540,1,47,40.66379,-73.88177,1,50,1,43,2.26,3,89,1561939200000000000
22126122,1931414,0,4,40.79799,-73.97018,1,250,6,1,0.08,1,55,1531440000000000000
22129871,24379402,0,6,40.72341,-73.98941,0,110,7,2,0.2,1,0,1560556800000000000
22130055,59089796,2,66,40.70248,-73.81937,0,125,2,31,1.65,2,62,1561420800000000000
22130220,10004299,1,34,40.682,-73.97231,1,80,2,0,0.0,1,0,1301270400000000000
22131111,154108693,2,14,40.75859,-73.91748,1,70,1,0,0.0,1,0,1301270400000000000
22131954,161671480,0,5,40.76147,-73.99908,1,150,1,0,0.0,1,0,1301270400000000000
22134428,159726656,0,4,40.78898,-73.97418,2,53,3,7,0.38,1,0,1546214400000000000
22135247,161613483,1,1,40.68594,-73.92394,1,55,4,18,0.99,1,0,1538438400000000000
22139766,88801066,1,55,40.6936,-73.9935,0,647,5,4,0.25,1,166,1555718400000000000
22139932,18730893,0,2,40.82547,-73.94092,1,95,1,0,0.0,1,0,1301270400000000000
22142173,844422,1,11,40.72684,-73.94002,0,109,4,0,0.0,1,0,1301270400000000000
22142447,1694701,0,12,40.73989,-73.99863,0,485,4,1,0.05,1,0,1514505600000000000
22142575,1776666,1,0,40.71106,-73.94884,0,160,5,15,0.97,1,83,1558051200000000000
22142636,40875021,0,10,40.79315,-73.93385,0,150,1,14,0.76,3,353,1555545600000000000
22143436,22967048,0,12,40.75206,-73.99829,0,200,3,43,2.34,1,63,1561766400000000000
22143750,15338067,1,0,40.71198,-73.9582,1,58,4,9,0.48,1,0,1546041600000000000
22144662,73358102,0,12,40.75003,-73.99647,0,109,2,76,3.95,1,4,1560470400000000000
22145643,16154405,0,7,40.78314,-73.94659,1,75,1,45,2.34,1,7,1561593600000000000
22146533,10385600,0,15,40.84243,-73.93693,1,50,1,1,0.05,1,0,1512864000000000000
