neighbourhood,latitude,longitude,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
3,40.70442,-73.92553,2,2,0.1,1,0,200
27,40.76484,-73.81569,1,8,0.41,1,365,200
55,40.69252,-73.99121,1,87,4.29,1,108,90
36,40.73305,-73.98574,4,10,0.52,1,0,148
30,40.64191,-74.02196,4,79,3.97,2,137,99
0,40.7176,-73.95927,1,72,3.63,3,272,148
4,40.80049,-73.97159,10,0,0.0,1,0,89
0,40.7186,-73.95811,1,27,2.01,3,229,585
44,40.74377,-73.90482,1,161,7.72,1,287,120
3,40.68809,-73.90641,1,8,0.43,3,0,36
43,40.7478,-73.88005,1,73,3.47,3,165,100
1,40.69369,-73.94214,3,0,0.0,2,89,60
10,40.80832,-73.93756,30,0,0.0,1,0,200
0,40.71608,-73.94557,5,23,1.18,3,42,200
112,40.82706,-73.91779,1,0,0.0,1,88,80
0,40.71619,-73.9441,4,3,0.15,3,0,90
27,40.77221,-73.82401,2,36,1.76,7,122,80
66,40.6868,-73.82896,2,16,0.77,2,42,83
18,40.63605,-73.96096,2,14,0.67,1,0,71
6,40.72935,-73.98056,4,3,0.14,1,0,140
55,40.69689,-73.99563,2,1,0.05,1,0,180
0,40.71982,-73.95569,5,0,0.0,1,0,120
0,40.71817,-73.94289,2,24,1.18,2,53,65
1,40.68409,-73.93827,4,7,0.37,1,5,69
33,40.72706,-74.00476,2,17,0.84,1,6,170
0,40.71239,-73.95857,4,8,0.44,1,0,70
11,40.72205,-73.94229,4,5,0.24,3,0,150
88,40.70601,-73.73737,3,93,4.46,1,134,67
46,40.66875,-73.78506,1,259,12.99,1,307,96
36,40.73684,-73.98058,3,75,3.73,1,242,57
29,40.7345,-73.99747,2,0,0.0,1,0,395
124,40.85456,-73.88521,4,5,0.25,2,360,29
4,40.78584,-73.97342,5,31,1.54,1,166,350
1,40.68533,-73.95086,2,26,1.82,1,22,120
21,40.66066,-73.94409,2,24,1.14,3,358,100
1,40.67752,-73.91489,5,59,2.86,5,24,190
50,40.68497,-73.97986,3,45,2.29,1,3,200
21,40.65894,-73.94226,2,32,1.53,3,358,70
144,40.82407,-73.8614,2,25,1.32,2,184,49
21,40.65909,-73.94423,2,58,2.8,3,60,70
1,40.6891,-73.95452,2,7,0.36,2,49,70
10,40.80641,-73.94114,3,45,2.18,1,89,237
0,40.71561,-73.96307,1,66,3.32,2,84,129
4,40.80246,-73.96741,3,1,0.05,1,0,72
5,40.76587,-73.98527,1,0,0.0,1,0,90
50,40.68486,-73.98487,7,2,0.11,1,246,800
39,40.66489,-73.99128,6,4,0.22,1,5,130
1,40.68417,-73.92726,2,0,0.0,1,171,160
25,40.74871,-73.9753,30,2,0.11,50,365,175
176,40.58508,-74.16162,1,87,4.18,1,0,58
7,40.777,-73.94861,3,38,1.81,1,0,115
25,40.7487,-73.97862,3,0,0.0,3,294,300
25,40.74827,-73.97868,2,1,0.1,3,293,577
29,40.73025,-73.99996,31,1,0.05,2,0,104
36,40.73666,-73.98544,1,76,3.64,2,0,49
88,40.7167,-73.73473,3,8,0.61,1,38,35
42,40.6812,-73.98186,3,2,0.15,1,0,85
5,40.76152,-73.98959,1,32,1.59,3,181,91
8,40.67178,-73.92362,1,108,5.18,2,0,80
5,40.76119,-73.9873,3,41,1.97,3,181,200
8,40.67318,-73.92321,1,98,4.75,2,0,80
1,40.68469,-73.94885,5,10,0.49,1,0,175
20,40.76048,-73.94068,5,16,0.77,5,88,45
17,40.7094,-74.00145,4,4,0.19,1,0,96
1,40.68466,-73.92523,4,31,1.47,1,339,180
1,40.69216,-73.92933,5,5,0.27,1,0,100
8,40.67487,-73.95721,1,79,3.88,1,144,129
14,40.75807,-73.90977,1,66,3.29,1,19,60
4,40.79027,-73.97241,2,0,0.0,1,0,135
31,40.71541,-73.99083,1,132,6.45,1,27,95
90,40.65111,-73.73441,3,0,0.0,1,0,125
46,40.69943,-73.81444,1,49,2.4,4,255,48
14,40.77134,-73.92424,3,1,0.05,1,180,250
2,40.81631,-73.94203,1,1,0.05,1,0,300
1,40.67947,-73.94649,2,3,0.14,1,0,44
3,40.69143,-73.91756,1,27,1.32,2,0,75
30,40.63863,-74.01916,14,1,0.05,1,0,88
42,40.66933,-73.99158,3,70,3.38,1,99,125
40,40.72022,-73.99604,3,0,0.0,1,0,300
114,40.71285,-73.87627,2,4,0.19,1,364,250
1,40.68562,-73.93836,2,96,4.66,3,7,44
2,40.80989,-73.9549,1,111,5.37,5,244,174
7,40.77331,-73.95328,3,1,0.05,1,17,199
0,40.70579,-73.94277,1,1,0.05,1,144,128
2,40.81807,-73.95487,3,86,4.32,2,0,30
0,40.71923,-73.95515,2,3,0.15,1,0,150
44,40.74599,-73.89507,1,133,8.87,1,7,65
15,40.84412,-73.93968,3,1,0.05,1,0,50
127,40.8568,-73.9149,2,68,3.34,1,89,175
6,40.72025,-73.97833,6,5,0.25,4,0,86
61,40.71966,-73.99591,2,5,0.26,1,0,325
7,40.78098,-73.9467,2,58,2.96,1,0,95
2,40.82794,-73.94163,4,3,0.14,3,0,50
13,40.71954,-73.98914,7,7,0.37,1,0,250
22,40.67587,-73.9793,6,5,0.25,2,73,165
4,40.76877,-73.98371,5,1,0.05,1,0,150
1,40.68899,-73.94673,1,17,0.92,1,158,90
4,40.77455,-73.98882,3,86,4.11,3,68,156
20,40.74726,-73.94304,20,2,0.1,1,0,110
0,40.71318,-73.96038,1,8,0.41,1,0,70
3,40.68742,-73.91628,3,26,1.41,3,341,154
2,40.80999,-73.95484,2,76,3.68,2,0,85
3,40.70808,-73.9205,2,8,0.63,2,0,299
125,40.81728,-73.86343,3,5,0.46,2,365,40
2,40.80839,-73.95269,2,78,3.77,2,0,85
10,40.78996,-73.94873,2,3,0.15,1,0,127
81,40.87847,-73.90268,3,1,0.05,1,0,80
6,40.7266,-73.984,3,2,0.11,1,0,195
2,40.81956,-73.95277,3,61,2.99,2,7,25
28,40.70839,-73.89516,3,1,0.05,1,0,35
73,40.72617,-73.99218,2,2,0.1,2,0,250
21,40.65851,-73.96151,3,2,0.1,1,0,120
7,40.77719,-73.9511,2,45,2.18,1,14,139
0,40.71023,-73.95827,2,1,0.05,1,0,100
43,40.7434,-73.8839,5,0,0.0,2,0,90
4,40.77158,-73.98976,300,2,0.1,1,365,150
12,40.74785,-73.99664,1,97,4.69,5,309,82
89,40.80889,-73.92028,3,32,1.59,1,6,125
9,40.7447,-73.98255,2,1,0.05,1,0,350
5,40.75949,-73.9908,1,108,5.21,1,65,40
3,40.68826,-73.90933,1,34,2.07,3,207,80
1,40.68551,-73.9216,18,1,0.05,2,0,40
20,40.74679,-73.94547,2,14,0.68,1,0,85
5,40.76131,-73.99362,1,85,4.08,1,172,185
6,40.72436,-73.984,1,126,6.12,1,234,215
48,40.75239,-73.89021,3,12,1.67,1,0,45
8,40.67257,-73.95958,1,29,1.41,1,135,150
14,40.76818,-73.92613,1,114,5.46,1,319,65
6,40.72171,-73.98307,4,68,3.34,1,41,190
10,40.78671,-73.94153,14,1,0.16,1,55,60
13,40.72269,-73.99102,2,16,0.77,1,2,175
8,40.67366,-73.96032,2,13,0.64,1,0,60
6,40.72469,-73.99111,3,1,0.05,1,0,250
5,40.76893,-73.99654,3,66,3.42,2,300,288
19,40.68839,-73.96018,1,93,4.67,1,65,100
12,40.74314,-73.99898,1,2,0.1,1,0,95
1,40.68602,-73.94368,5,1,0.06,7,0,50
6,40.72251,-73.98129,2,9,0.46,1,0,200
1,40.69119,-73.94225,2,39,1.91,2,130,110
4,40.78428,-73.97665,1,90,4.35,4,77,60
5,40.75873,-73.99041,3,18,0.89,4,365,143
18,40.64016,-73.96784,3,2,0.1,1,0,97
9,40.75092,-73.98409,2,0,0.0,1,178,350
2,40.82794,-73.95118,2,69,3.36,1,69,150
7,40.76955,-73.95988,6,9,0.49,1,4,589
25,40.74866,-73.97755,30,1,0.09,1,188,138
2,40.81032,-73.94331,1,3,0.15,1,0,200
1,40.68623,-73.93807,2,46,2.23,5,70,50
1,40.69284,-73.94418,3,40,1.99,3,70,65
2,40.81222,-73.94667,2,82,4.44,1,135,245
8,40.67186,-73.92244,2,7,0.35,1,0,100
0,40.71226,-73.93949,2,48,2.3,1,13,60
3,40.70327,-73.92024,7,10,0.51,1,11,89
15,40.85083,-73.93623,1,4,0.31,1,0,51
1,40.68578,-73.94242,30,12,0.63,7,0,150
8,40.67506,-73.94828,3,20,1.0,1,0,110
5,40.76673,-73.98324,2,1,0.05,1,0,230
5,40.76457,-73.99082,1,52,2.5,3,159,119
1,40.68558,-73.94231,5,1,0.05,7,0,44
3,40.70766,-73.92039,1,34,1.74,1,12,80
7,40.77183,-73.95534,6,15,0.72,2,154,233
2,40.8107,-73.94731,2,10,0.49,1,0,150
0,40.72031,-73.95615,4,0,0.0,1,0,115
18,40.65114,-73.96246,2,2,0.1,1,0,60
7,40.77904,-73.95205,1,0,0.0,1,0,150
0,40.71171,-73.95896,2,3,0.15,1,0,70
7,40.77296,-73.95594,3,11,0.82,2,62,75
8,40.66719,-73.93913,2,22,1.17,1,1,109
18,40.64766,-73.95888,3,74,3.59,1,66,65
2,40.82167,-73.95006,5,2,0.11,3,88,210
9,40.75089,-73.9706,1,25,1.27,2,0,145
1,40.68444,-73.93804,2,101,4.89,3,8,40
10,40.79104,-73.94144,2,3,0.16,1,41,180
49,40.76555,-73.87232,1,76,3.68,5,0,40
15,40.83433,-73.94304,1,0,0.0,1,0,75
46,40.69938,-73.81304,1,119,5.8,4,229,40
12,40.74184,-73.99877,6,6,0.3,1,0,128
2,40.83089,-73.94541,1,0,0.0,1,0,36
1,40.6918,-73.95884,8,16,0.81,1,6,85
2,40.80111,-73.95221,2,62,3.44,1,92,173
11,40.72168,-73.94336,10,2,0.11,1,41,150
19,40.68499,-73.9616,10,5,0.24,1,0,200
88,40.71195,-73.74172,1,64,3.45,1,356,98
72,40.67634,-74.00293,1,32,1.73,1,86,69
1,40.68589,-73.95516,6,4,0.2,2,0,142
2,40.82523,-73.95357,5,1,0.05,1,0,180
0,40.71072,-73.96498,4,45,2.18,1,13,150
10,40.79109,-73.94915,2,83,4.08,2,40,100
42,40.67585,-73.99653,2,13,0.64,1,0,125
0,40.71975,-73.94279,2,1,0.05,1,0,175
0,40.71523,-73.96245,2,3,0.15,2,0,66
5,40.76636,-73.99334,1,9,0.44,2,88,150
2,40.81953,-73.94717,2,83,4.14,1,26,79
0,40.71536,-73.96358,2,1,0.05,2,0,66
3,40.70121,-73.91986,1,89,4.35,4,58,85
35,40.80605,-73.96496,3,16,0.79,1,25,125
3,40.70154,-73.92297,2,0,0.0,1,0,89
22,40.67643,-73.97824,7,7,0.36,1,0,105
0,40.71563,-73.95815,4,0,0.0,1,0,120
29,40.72849,-73.99987,35,1,0.05,2,0,56
4,40.80272,-73.96629,1,83,4.0,2,365,129
12,40.74387,-73.99766,3,6,0.42,1,20,180
0,40.7141,-73.96163,1,0,0.0,3,0,35
9,40.74557,-73.98216,1,9,0.44,1,0,130
3,40.70067,-73.92752,2,22,1.89,3,29,35
3,40.70031,-73.92848,2,35,1.8,3,3,25
7,40.76241,-73.96134,5,1,0.05,1,0,150
11,40.72865,-73.95937,5,17,0.83,1,0,120
0,40.71766,-73.94937,2,7,0.34,3,0,60
68,40.66668,-73.76417,1,2,0.14,4,84,90
0,40.71719,-73.95427,2,4,0.36,1,0,109
26,40.74155,-73.98235,1,119,5.78,2,3,70
6,40.73073,-73.98601,3,27,1.33,1,7,145
51,40.71844,-74.00901,1,0,0.0,1,0,200
13,40.72035,-73.98542,4,1,0.05,2,0,225
4,40.78025,-73.97585,30,5,0.25,1,0,200
171,40.75612,-73.72954,1,9,0.49,5,252,40
3,40.68818,-73.91519,3,2,1.2,8,365,75
12,40.7497,-73.99515,1,113,5.5,5,292,85
108,40.70223,-73.98971,2,1,0.05,1,0,145
2,40.80543,-73.95739,1,21,1.14,1,2,150
8,40.67592,-73.94792,2,3,0.15,1,0,100
20,40.74622,-73.94055,4,2,0.19,1,0,100
3,40.69059,-73.91805,2,35,1.69,1,0,42
7,40.77196,-73.95454,2,1,0.05,1,0,299
1,40.69657,-73.94235,5,62,3.58,1,12,50
7,40.76369,-73.96122,30,1,0.07,87,364,200
2,40.80639,-73.94829,30,5,0.28,2,195,105
3,40.69242,-73.90441,30,5,0.24,1,141,60
2,40.81535,-73.94713,3,33,1.61,1,1,175
97,40.82276,-73.92682,2,79,3.88,1,283,114
87,40.65732,-73.90666,2,0,0.0,1,0,62
9,40.74703,-73.98738,4,48,2.44,1,327,160
0,40.70907,-73.9495,2,1,0.05,2,0,184
5,40.76565,-73.98554,2,37,1.8,5,188,299
6,40.73352,-73.98777,1,39,2.0,1,0,103
7,40.76767,-73.95609,2,7,0.37,1,0,225
7,40.76719,-73.96973,4,0,0.0,2,0,750
2,40.82056,-73.95338,3,3,0.21,1,0,249
47,40.66372,-73.88285,2,27,1.42,2,151,75
25,40.74689,-73.9781,2,1,0.05,1,0,175
0,40.71227,-73.93618,2,11,0.73,1,88,58
13,40.72077,-73.98923,5,8,0.43,1,0,250
31,40.71601,-73.99056,5,4,0.19,1,0,110
11,40.72468,-73.9523,3,0,0.0,2,0,150
1,40.68994,-73.95908,3,0,0.0,1,0,60
56,40.63895,-73.91606,3,65,3.19,3,305,65
166,40.82251,-73.91125,3,0,0.0,1,90,60
21,40.66308,-73.9482,1,27,1.66,1,0,80
1,40.6847,-73.92904,1,4,0.19,1,34,25
1,40.69147,-73.95572,3,17,1.45,1,0,150
4,40.78858,-73.97462,3,34,1.66,1,0,170
57,40.7081,-73.85206,1,29,1.47,2,225,70
56,40.64963,-73.89817,4,8,0.39,4,37,65
133,40.63118,-74.12866,2,4,0.2,5,355,55
40,40.72036,-73.99633,4,87,4.22,1,295,550
17,40.71018,-74.01325,2,0,0.0,1,0,215
1,40.67664,-73.91163,3,36,1.83,1,253,90
134,40.68021,-73.74167,1,45,2.24,1,170,110
58,40.6338,-74.03162,3,0,0.0,1,0,30
2,40.82621,-73.94549,1,139,6.9,1,41,95
21,40.66376,-73.94643,1,45,2.42,2,52,35
57,40.71711,-73.8347,1,34,1.67,1,93,70
5,40.76254,-73.98812,3,54,2.67,3,24,150
0,40.71873,-73.95535,2,18,0.88,1,12,80
26,40.74484,-73.9789,1,12,0.59,1,0,160
45,40.67831,-74.00186,6,0,0.0,3,0,90
55,40.7008,-73.99385,1,39,2.0,1,96,196
1,40.68903,-73.93192,1,8,0.39,1,0,62
60,40.68,-73.90447,2,70,3.43,3,326,36
17,40.70507,-74.009,2,3,0.15,1,0,143
5,40.7661,-73.98843,2,3,1.14,1,0,120
22,40.68111,-73.97994,3,7,0.38,1,12,129
3,40.69881,-73.91278,1,3,0.15,1,0,32
28,40.70341,-73.89624,2,39,1.91,1,231,48
25,40.74819,-73.97642,2,61,2.95,1,26,150
33,40.7251,-74.00775,2,5,0.26,1,0,250
13,40.72052,-73.98347,2,1,0.05,1,0,70
19,40.69471,-73.96633,21,15,0.97,1,89,100
28,40.70707,-73.91455,30,6,0.29,1,0,40
31,40.7141,-73.99157,2,34,1.73,1,15,110
7,40.76667,-73.9587,2,41,2.06,1,158,200
12,40.74379,-73.99918,2,8,0.41,1,253,250
0,40.71218,-73.96268,2,2,0.1,1,0,60
8,40.6739,-73.9535,2,2,0.1,1,0,60
98,40.64591,-74.08399,1,108,5.41,1,319,125
37,40.77511,-73.91992,1,82,6.03,1,46,85
0,40.71167,-73.95785,3,2,0.1,1,0,140
2,40.8236,-73.9516,1,27,1.66,1,160,67
137,40.82995,-73.90342,1,0,0.0,1,0,50
9,40.76391,-73.98238,3,0,0.0,1,0,300
0,40.71152,-73.95787,2,6,0.3,2,307,75
28,40.7088,-73.91387,3,54,2.82,1,230,140
0,40.71341,-73.96556,3,32,1.63,1,10,165
16,40.72986,-74.00465,2,3,0.15,1,0,100
0,40.71549,-73.94973,30,2,0.15,4,332,100
20,40.7539,-73.93419,1,64,3.21,9,285,55
0,40.7163,-73.95087,30,4,0.2,4,323,100
14,40.75766,-73.92738,4,11,0.56,1,0,108
3,40.6985,-73.93384,2,13,0.65,2,365,42
18,40.65182,-73.95804,7,0,0.0,1,0,39
1,40.69095,-73.95338,7,2,1.5,2,189,100
3,40.70393,-73.92377,2,62,3.08,1,34,95
36,40.73625,-73.98597,2,20,0.99,1,29,140
11,40.73279,-73.95426,6,5,0.24,1,0,110
20,40.75331,-73.93907,4,65,3.27,2,221,300
47,40.6697,-73.88407,1,56,4.41,1,64,70
27,40.76573,-73.82822,1,12,0.74,1,171,85
18,40.64116,-73.95991,2,70,3.64,1,5,55
38,40.76163,-73.98023,2,7,0.36,1,8,949
0,40.71564,-73.95821,2,0,0.0,1,0,120
11,40.72552,-73.95108,7,0,0.0,1,0,45
20,40.7574,-73.93011,3,54,2.9,1,83,125
33,40.72394,-73.99656,3,2,0.11,2,0,80
9,40.74607,-73.98547,2,1,0.05,1,0,300
15,40.85561,-73.93306,2,12,0.61,1,0,99
20,40.7647,-73.93914,1,63,3.19,6,360,71
163,40.62052,-73.91145,2,41,2.04,2,4,95
14,40.76129,-73.92009,1,56,2.73,1,126,123
1,40.68709,-73.94147,2,70,3.52,2,248,80
48,40.74763,-73.88468,2,46,2.29,5,168,95
85,40.82245,-73.90875,2,19,0.97,1,0,110
20,40.76654,-73.93508,6,0,0.0,1,0,90
1,40.69119,-73.94339,3,1,0.05,1,0,100
15,40.84859,-73.942,1,3,0.45,2,56,75
8,40.66389,-73.93736,2,16,0.87,3,66,150
6,40.72834,-73.97907,30,0,0.0,1,119,400
93,40.62245,-74.02958,7,3,0.15,1,0,55
18,40.6452,-73.95958,5,1,0.05,1,0,120
29,40.73054,-74.0013,3,14,0.69,1,0,165
8,40.66598,-73.95427,2,10,0.53,1,0,150
43,40.74403,-73.88167,6,50,2.56,5,257,58
0,40.71547,-73.94346,10,1,0.73,1,160,150
22,40.66993,-73.98137,3,22,1.09,1,6,60
0,40.71807,-73.9545,30,3,0.15,1,0,250
4,40.77845,-73.98198,4,16,0.84,1,7,315
35,40.80967,-73.95781,3,0,0.0,1,0,75
0,40.71259,-73.94189,4,11,0.55,1,11,125
68,40.6611,-73.7683,1,403,19.75,3,26,80
126,40.59746,-74.08406,4,26,1.33,8,315,32
52,40.63178,-73.97128,1,0,0.0,1,0,32
2,40.80169,-73.95154,3,33,1.64,1,39,80
2,40.82148,-73.9366,1,67,3.47,2,28,69
40,40.7237,-73.99454,5,7,0.36,1,1,200
4,40.77538,-73.97743,1,11,0.54,1,80,350
4,40.79741,-73.9697,2,27,1.33,1,63,150
8,40.6717,-73.91745,2,35,1.8,2,174,50
8,40.6777,-73.94251,45,3,0.15,3,0,48
1,40.69169,-73.95893,1,0,0.0,2,0,49
25,40.74567,-73.97578,3,17,1.17,1,14,150
5,40.75744,-73.99438,2,21,1.09,1,120,230
0,40.712,-73.95766,4,11,0.55,3,117,90
6,40.72728,-73.98865,14,13,0.65,1,27,75
60,40.67929,-73.8847,1,23,1.14,1,74,89
86,40.68146,-73.84726,4,38,2.66,4,51,150
24,40.68814,-73.97108,2,0,0.0,1,0,200
37,40.77219,-73.90269,2,71,3.46,1,60,65
8,40.67254,-73.95541,1,9,0.46,1,0,94
1,40.6906,-73.93398,7,1,0.05,2,0,95
3,40.69723,-73.92244,2,44,2.15,4,352,159
1,40.681,-73.92894,4,3,0.16,1,0,150
3,40.69809,-73.92244,2,51,2.49,4,357,159
15,40.83294,-73.94218,2,1,0.05,1,0,80
61,40.71932,-73.99522,31,1,0.07,11,61,190
10,40.79697,-73.93757,4,0,0.0,1,0,70
65,40.68631,-73.99763,7,33,1.67,1,0,59
61,40.7192,-73.9965,30,4,0.22,11,328,190
1,40.69258,-73.94063,3,4,0.34,1,0,200
14,40.7674,-73.92656,1,129,6.29,1,349,69
0,40.71078,-73.94666,1,1,0.05,1,0,70
29,40.72856,-74.00097,3,8,0.41,1,0,170
5,40.76132,-73.99298,30,2,0.11,91,4,133
0,40.70883,-73.94242,1,21,1.46,1,0,60
1,40.68549,-73.9387,2,15,0.75,5,4,50
66,40.69659,-73.81435,2,54,2.69,1,283,90
22,40.67497,-73.97913,5,41,2.22,2,219,235
7,40.77316,-73.96237,1,7,0.34,1,0,59
11,40.7255,-73.94428,2,13,0.66,1,1,100
3,40.68741,-73.91138,1,19,0.94,8,175,51
27,40.73858,-73.80809,2,4,0.28,1,364,65
0,40.71846,-73.94489,3,6,0.3,3,0,95
86,40.68918,-73.84262,7,1,0.05,1,363,50
5,40.7614,-73.98682,3,9,0.45,3,0,68
30,40.64046,-74.01337,3,3,0.16,1,0,35
41,40.86406,-73.91971,4,15,0.77,1,19,110
0,40.71075,-73.95935,1,1,0.07,1,0,70
18,40.65021,-73.96293,2,13,0.66,1,310,65
4,40.78737,-73.97293,3,75,3.73,1,110,145
5,40.76914,-73.98757,2,61,3.02,4,95,125
22,40.67023,-73.98311,1,48,2.38,1,2,250
26,40.74128,-73.98069,2,93,4.61,1,66,275
1,40.6777,-73.92176,7,1,0.05,1,0,31
5,40.76945,-73.98798,2,48,2.36,4,74,125
14,40.76168,-73.91976,3,2,0.1,1,0,55
1,40.68315,-73.91283,1,0,0.0,1,0,32
22,40.68081,-73.97865,1,0,0.0,1,0,65
34,40.67502,-73.96447,3,38,1.88,2,66,75
49,40.76876,-73.87245,1,191,9.41,6,336,65
56,40.64105,-73.91369,2,91,4.51,1,224,84
10,40.78704,-73.94209,1,20,1.0,2,0,90
39,40.66394,-73.98298,2,2,0.1,1,0,150
10,40.79474,-73.94932,1,81,3.98,1,65,185
1,40.68594,-73.94967,5,10,0.49,1,0,47
10,40.79281,-73.95192,1,92,4.52,2,0,85
14,40.76219,-73.9237,1,2,0.12,1,0,60
7,40.77736,-73.95156,31,2,0.29,33,325,200
7,40.77768,-73.94998,31,2,0.19,33,324,160
1,40.68471,-73.93885,2,12,0.61,5,10,50
0,40.71209,-73.9634,4,17,0.85,1,9,107
6,40.72549,-73.99198,2,0,0.0,1,0,120
1,40.68969,-73.95195,2,21,1.38,1,48,150
0,40.70443,-73.93039,2,71,3.65,1,249,65
42,40.6723,-73.99214,7,1,0.05,1,0,40
3,40.70361,-73.9255,1,2,0.1,1,0,52
0,40.71432,-73.9497,3,57,2.89,1,182,358
0,40.71829,-73.95926,2,64,3.48,1,257,219
10,40.78988,-73.94956,4,31,1.63,1,8,130
6,40.72052,-73.97806,30,0,0.0,4,0,157
17,40.70812,-74.00447,11,0,0.0,1,0,100
27,40.75456,-73.80417,1,37,2.19,1,39,48
49,40.77046,-73.87336,1,257,12.54,6,351,60
0,40.7151,-73.95129,30,6,0.31,4,233,100
3,40.70312,-73.91933,7,0,0.0,1,0,45
60,40.67794,-73.90639,1,114,5.65,5,235,48
25,40.74791,-73.97939,3,0,0.0,1,0,375
0,40.72174,-73.95807,3,1,0.05,2,2,125
4,40.79307,-73.97449,1,2,0.1,1,0,118
4,40.78544,-73.97869,3,15,0.77,1,0,116
2,40.82397,-73.95453,11,124,6.1,6,95,55
27,40.76498,-73.82904,1,34,1.73,3,78,55
27,40.76519,-73.82979,1,5,0.27,3,85,85
37,40.7762,-73.90623,1,0,0.0,1,0,47
6,40.72625,-73.98404,1,10,0.52,2,97,80
66,40.70269,-73.82653,2,30,1.47,1,44,40
0,40.70632,-73.94978,3,0,0.0,1,0,102
151,40.89215,-73.83351,3,50,3.02,1,148,75
0,40.71372,-73.95149,2,5,0.25,1,0,69
2,40.82841,-73.9473,1,0,0.0,1,0,59
9,40.75219,-73.9838,2,0,0.0,1,311,489
42,40.67889,-73.987,1,59,3.01,2,29,70
6,40.72552,-73.98165,4,0,0.0,1,0,90
15,40.8556,-73.93245,4,67,3.61,1,2,35
2,40.81866,-73.93796,1,8,0.4,1,0,50
34,40.67807,-73.96446,5,1,0.05,1,0,100
2,40.81865,-73.93684,1,89,4.44,1,47,80
8,40.67452,-73.9554,1,0,0.0,1,0,120
3,40.69104,-73.91685,1,44,2.16,2,0,75
1,40.67653,-73.90814,1,106,5.26,5,243,48
14,40.76818,-73.9278,1,134,6.64,1,343,40
9,40.74172,-73.98343,4,63,3.17,1,238,379
106,40.83079,-73.8815,2,10,0.79,2,283,50
9,40.7582,-73.97843,29,0,0.0,1,340,210
3,40.70316,-73.91304,2,0,0.0,2,0,120
34,40.67411,-73.96532,1,55,2.76,1,63,62
1,40.68207,-73.92208,5,0,0.0,1,0,45
89,40.8118,-73.92263,1,9,0.46,1,0,54
86,40.6776,-73.84717,3,1,0.2,1,83,75
8,40.67593,-73.95366,2,18,0.9,1,44,66
3,40.70253,-73.92362,2,1,0.05,1,0,44
3,40.70239,-73.92931,1,35,1.8,1,52,65
1,40.69129,-73.95983,3,12,0.61,1,189,70
73,40.72632,-73.9928,10,0,0.0,1,0,249
46,40.68054,-73.76712,1,141,7.24,1,164,128
8,40.67133,-73.94526,2,8,0.4,1,0,128
1,40.68344,-73.95329,2,2,0.1,2,0,50
10,40.78743,-73.95179,4,92,4.62,1,0,150
0,40.71387,-73.94378,3,1,0.05,1,0,75
3,40.70113,-73.92205,3,1,0.05,2,0,60
6,40.72179,-73.97904,2,1,0.05,1,0,80
44,40.74485,-73.9054,1,22,1.12,3,332,40
2,40.82604,-73.94998,15,18,0.89,1,0,60
32,40.7479,-73.91742,2,2,0.11,1,0,125
26,40.73801,-73.98099,3,2,0.1,1,0,75
102,40.63333,-74.08389,3,13,0.7,3,176,30
4,40.78901,-73.98057,5,12,1.35,1,12,199
58,40.63435,-74.02939,1,3,0.21,1,179,100
6,40.72736,-73.98907,4,1,0.05,1,89,385
41,40.86471,-73.92422,2,3,0.23,2,0,47
8,40.67577,-73.95751,3,3,0.15,1,0,70
1,40.69374,-73.95641,4,22,1.49,34,309,265
4,40.78481,-73.97648,1,73,3.65,4,88,60
13,40.71136,-73.98808,100,0,0.0,28,308,33
13,40.71021,-73.98863,100,0,0.0,28,341,29
4,40.78617,-73.97663,1,67,3.31,4,81,60
13,40.71165,-73.98708,100,2,0.11,28,201,33
0,40.71675,-73.95614,3,2,0.11,1,0,219
2,40.82587,-73.95102,2,33,1.74,2,65,80
14,40.76549,-73.91735,3,3,0.16,2,0,150
13,40.72112,-73.98493,5,5,0.26,2,0,80
48,40.75184,-73.88722,1,46,2.29,1,30,60
47,40.67271,-73.89071,30,0,0.0,2,364,55
1,40.69283,-73.94573,1,0,0.0,1,0,100
0,40.71346,-73.95733,2,3,0.16,1,0,125
3,40.70085,-73.91929,3,1,0.05,2,0,72
1,40.69059,-73.92837,2,30,1.62,1,94,64
54,40.65503,-73.97774,2,17,0.86,1,1,149
27,40.76014,-73.82263,2,42,2.56,1,5,99
2,40.81264,-73.94602,2,55,3.5,1,133,225
2,40.81296,-73.94625,2,76,4.07,1,147,265
5,40.76371,-73.99346,2,9,2.7,1,140,200
35,40.80431,-73.96615,12,1,0.05,1,0,80
2,40.81272,-73.9517,7,5,0.28,1,8,111
0,40.71223,-73.96025,4,5,0.25,1,0,150
15,40.84063,-73.93928,1,108,5.34,1,13,55
3,40.6963,-73.90874,3,2,0.1,2,0,85
13,40.71389,-73.98239,3,8,1.1,1,91,400
3,40.70426,-73.92551,8,7,0.36,1,8,60
155,40.62547,-74.00647,1,50,2.48,2,287,90
18,40.65059,-73.9637,3,0,0.0,1,0,70
0,40.71935,-73.96049,2,14,0.76,1,0,220
3,40.6994,-73.93367,1,94,5.03,3,240,120
7,40.78312,-73.95344,2,7,0.35,1,0,64
3,40.70358,-73.91515,3,1,0.05,1,0,40
56,40.62834,-73.90506,2,37,2.19,1,67,70
33,40.7244,-73.99884,3,31,1.54,1,69,169
15,40.83878,-73.94731,2,78,3.9,1,230,75
